GENUS,SPEC,DATE,SEX,LAT_O,LONG_O,ERROR_O,LAT_HR,LONG_HR,ERROR_HR
LASIURUS,CINEREUS,9/2/1888,U,41.277778,-70.081667,5,41.277778,-70.081667,5
LASIURUS,CINEREUS,10/17/1983,M,42.558333,-70.991667,3,42.556993,-70.876693,3
LASIURUS,CINEREUS,10/21/2016,F,42.460278,-71.349444,3,42.460278,-71.349444,1
LASIURUS,CINEREUS,9/21/2005,M,42.241667,-70.804167,1,42.241667,-70.804167,1
LASIURUS,CINEREUS,7/30/1979,F,43.733333,-84.016667,50,43.733333,-84.016667,50
LASIURUS,CINEREUS,10/16/1974,M,42.25,-83.283333,50,42.25,-83.283333,50
LASIURUS,CINEREUS,7/11/1986,F,43.296944,-84.140556,4,43.326788,-84.219379,1.5
LASIURUS,CINEREUS,7/11/1986,F,43.296944,-84.140556,4,43.326788,-84.219379,1.5
LASIURUS,CINEREUS,8/18/1978,M,42.722222,-84.4275,3,42.710383,-84.362952,1
LASIURUS,CINEREUS,7/5/1971,U,44.040278,-85.6825,3,44.068001,-85.72493,1
LASIURUS,CINEREUS,5/21/1968,F,42.489444,-83.144722,3,42.47648,-83.154447,1
LASIURUS,CINEREUS,11/5/1967,M,42.736944,-84.483889,2,42.736944,-84.483889,2
LASIURUS,CINEREUS,9/8/1978,F,45.061667,-83.432778,1,45.061667,-83.432778,1
LASIURUS,CINEREUS,8/1/1978,F,41.798611,-86.610556,1,41.821732,-86.610406,1
LASIURUS,CINEREUS,12/14/1964,F,41.946389,-86.338889,1,41.946389,-86.338889,1
LASIURUS,CINEREUS,7/12/1979,M,42.628889,-85.024167,1,42.621183,-85.005078,1
LASIURUS,CINEREUS,6/1/1960,F,42.7325,-84.555556,1,42.7325,-84.555556,10
LASIURUS,CINEREUS,7/15/1947,F,42.7325,-84.555556,1,42.7325,-84.555556,8
LASIURUS,CINEREUS,7/15/1947,M,42.7325,-84.555556,1,42.7325,-84.555556,8
LASIURUS,CINEREUS,7/24/1978,F,42.722222,-84.4275,1,42.722222,-84.4275,1
LASIURUS,CINEREUS,8/15/1962,F,42.497222,-82.937222,1,42.497222,-82.937222,1
LASIURUS,CINEREUS,6/28/1977,F,43.615556,-84.247222,1,43.615556,-84.247222,1
LASIURUS,CINEREUS,8/22/1974,F,43.234167,-86.248333,1,43.234167,-86.248333,3
LASIURUS,CINEREUS,7/23/1990,F,46.916667,-94.283333,50,47.10911,-94.601982,1
LASIURUS,CINEREUS,7/30/1967,F,47.916667,-90.55,50,47.8409,-90.8866,1
LASIURUS,CINEREUS,7/9/2022,F,45.933333,-95.45,50,45.933333,-95.45,50
LASIURUS,CINEREUS,7/30/1966,M,48.233333,-93.783333,50,48.233333,-93.783333,50
LASIURUS,CINEREUS,6/10/1891,F,44.966667,-96.15,50,44.966667,-96.15,50
LASIURUS,CINEREUS,6/4/1891,F,43.666667,-92.766667,50,45.014109,-96.194641,1
LASIURUS,CINEREUS,7/30/1966,M,47.583333,-92.500556,50,47.8937,-91.8353,1
LASIURUS,CINEREUS,6/30/1959,F,47.1975,-95.201667,5,47.1975,-95.201667,5
LASIURUS,CINEREUS,7/24/1934,F,44.872222,-93.218889,5,44.891516,-93.180544,1
LASIURUS,CINEREUS,5/20/1956,F,44.98,-93.263611,5,44.98,-93.263611,5
LASIURUS,CINEREUS,6/23/1932,F,44.98,-93.263611,5,44.98,-93.263611,5
LASIURUS,CINEREUS,6/23/1932,U,44.98,-93.263611,5,44.98,-93.263611,5
LASIURUS,CINEREUS,6/23/1932,U,44.98,-93.263611,5,44.98,-93.263611,5
LASIURUS,CINEREUS,7/23/1963,M,47.1975,-95.201667,5,47.152682,-95.144777,1
LASIURUS,CINEREUS,1/22/1950,U,44.944444,-93.093056,5,44.923939,-93.111503,1
LASIURUS,CINEREUS,7/6/1961,F,45.197778,-93.386944,3,45.197778,-93.386944,3
LASIURUS,CINEREUS,7/31/1988,F,46.865556,-96.4675,3,46.865556,-96.4675,3
LASIURUS,CINEREUS,7/31/1988,M,46.865556,-96.4675,3,46.865556,-96.4675,3
LASIURUS,CINEREUS,7/18/1994,F,43.884444,-95.048889,3,43.876794,-95.049347,3
LASIURUS,CINEREUS,8/27/1950,F,45.032222,-93.338333,3,45.033576,-93.366713,1
LASIURUS,CINEREUS,7/11/1955,M,47.536111,-96.28,2,47.503947,-96.280519,1
LASIURUS,CINEREUS,6/30/2028,U,45.081667,-94.306667,1,45.081667,-94.306667,1
LASIURUS,CINEREUS,6/30/2028,U,45.081667,-94.306667,1,45.081667,-94.306667,1
LASIURUS,CINEREUS,7/23/1956,U,47.299722,-96.515,1,47.299722,-96.515,1
LASIURUS,CINEREUS,7/8/1995,F,44.021667,-92.469722,1,44.088633,-93.060563,1
LASIURUS,CINEREUS,6/26/1958,F,44.978056,-93.190833,1,44.978056,-93.190833,1
LASIURUS,CINEREUS,6/26/1958,F,44.978056,-93.190833,1,44.978056,-93.190833,1
LASIURUS,CINEREUS,6/26/1958,M,44.978056,-93.190833,1,44.978056,-93.190833,1
LASIURUS,CINEREUS,7/9/2023,F,45.303889,-93.566944,1,45.303889,-93.566944,1
LASIURUS,CINEREUS,6/10/2010,F,44.081111,-93.501944,1,44.081111,-93.501944,1
LASIURUS,CINEREUS,9/16/1890,F,44.8825,-93.208333,1,44.891516,-93.180544,1
LASIURUS,CINEREUS,10/28/1937,M,32.633333,-90.016667,50,32.633333,-90.016667,50
LASIURUS,CINEREUS,2/5/1978,M,32.298611,-90.184722,3,32.301678,-90.201755,10
LASIURUS,CINEREUS,6/27/1985,M,32.298611,-90.184722,3,32.301678,-90.201755,10
LASIURUS,CINEREUS ,7/26/1990,F,32.298611,-90.184722,3,32.301678,-90.201755,10
LASIURUS,CINEREUS,12/29/1983,F,32.298611,-90.184722,3,32.301678,-90.201755,10
LASIURUS,CINEREUS,1/20/1984,M,32.461667,-90.115278,1,32.461667,-90.115278,1
LASIURUS,CINEREUS,6/25/1934,F,39.016667,-94.35,50,39.016667,-94.35,50
LASIURUS,CINEREUS,8/15/1954,M,37.833333,-92.2,50,38.31936,-92.289292,1
LASIURUS,CINEREUS,9/14/1958,F,37.833333,-92.2,50,37.756169,-92.247916,1
LASIURUS,CINEREUS,5/29/1971,F,40.243889,-93.594167,8,40.251813,-93.714373,1
LASIURUS,CINEREUS,7/5/1971,F,40.243889,-93.594167,7,40.320723,-93.685384,1
LASIURUS,CINEREUS,7/8/1971,F,40.243889,-93.594167,7,40.320723,-93.685384,1
LASIURUS,CINEREUS,6/2/1968,F,40.346111,-94.872222,6,40.294349,-94.965625,1
LASIURUS,CINEREUS,7/12/2029,F,39.099722,-94.578333,3,39.076815,-94.549857,8
LASIURUS,CINEREUS,4/19/1981,F,40.194722,-92.583056,1,40.194722,-92.583056,1
LASIURUS,CINEREUS,8/16/2019,F,39.123056,-93.196667,1,39.123056,-93.196667,1
LASIURUS,CINEREUS,7/31/1939,M,46.133333,-114.133333,50,46.133333,-114.133333,50
LASIURUS,CINEREUS,8/31/1977,F,47.105278,-104.711944,12,47.264684,-104.560297,1
LASIURUS,CINEREUS,7/3/1970,M,45.65333,-104.19194,9,45.577957,-104.068266,1
LASIURUS,CINEREUS,7/7/1970,F,45.65333,-104.19194,7,45.62114,-104.096001,1
LASIURUS,CINEREUS,7/10/1970,F,45.65333,-104.19194,6,45.640266,-104.082769,1
LASIURUS,CINEREUS,7/10/1970,F,45.65333,-104.19194,6,45.640266,-104.082769,1
LASIURUS,CINEREUS,7/15/1970,F,45.65333,-104.19194,6,45.640266,-104.082769,1
LASIURUS,CINEREUS,7/16/1970,M,45.65333,-104.19194,6,45.640266,-104.082769,1
LASIURUS,CINEREUS,7/16/1970,M,45.65333,-104.19194,6,45.640266,-104.082769,1
LASIURUS,CINEREUS,7/16/1970,F,45.65333,-104.19194,6,45.640266,-104.082769,1
LASIURUS,CINEREUS,7/16/1970,F,45.65333,-104.19194,6,45.640266,-104.082769,1
LASIURUS,CINEREUS,7/16/1970,F,45.65333,-104.19194,6,45.640266,-104.082769,1
LASIURUS,CINEREUS,7/18/1970,F,45.65333,-104.19194,6,45.640266,-104.082769,1
LASIURUS,CINEREUS,7/18/1970,F,45.65333,-104.19194,6,45.640266,-104.082769,1
LASIURUS,CINEREUS,7/18/1970,F,45.65333,-104.19194,6,45.640266,-104.082769,1
LASIURUS,CINEREUS,7/18/1970,M,45.65333,-104.19194,6,45.640266,-104.082769,1
LASIURUS,CINEREUS,7/20/1970,F,45.65333,-104.19194,6,45.640266,-104.082769,1
LASIURUS,CINEREUS,7/17/1971,F,45.660278,-104.741667,3,45.697532,-104.705071,1
LASIURUS,CINEREUS,7/17/1971,F,45.660278,-104.741667,3,45.697532,-104.705071,1
LASIURUS,CINEREUS,7/16/1970,F,45.65333,-104.19194,3,45.663584,-104.175153,1
LASIURUS,CINEREUS,7/16/1970,F,45.65333,-104.19194,3,45.663584,-104.175153,1
LASIURUS,CINEREUS,7/16/1970,M,45.65333,-104.19194,3,45.663584,-104.175153,1
LASIURUS,CINEREUS,7/17/1970,F,45.65333,-104.19194,3,45.663584,-104.175153,1
LASIURUS,CINEREUS,7/17/1970,M,45.65333,-104.19194,3,45.663584,-104.175153,1
LASIURUS,CINEREUS,7/17/1970,M,45.65333,-104.19194,3,45.663584,-104.175153,1
LASIURUS,CINEREUS,7/17/1970,F,45.65333,-104.19194,3,45.663584,-104.175153,1
LASIURUS,CINEREUS,7/17/1970,F,45.65333,-104.19194,3,45.663584,-104.175153,1
LASIURUS,CINEREUS,7/17/1970,F,45.65333,-104.19194,3,45.663584,-104.175153,1
LASIURUS,CINEREUS,7/20/1970,M,45.65333,-104.19194,3,45.663584,-104.175153,1
LASIURUS,CINEREUS,9/17/1961,F,46.592778,-112.035278,3,46.592778,-112.035278,3
LASIURUS,CINEREUS,9/14/1965,M,46.872222,-113.993056,3,46.869231,-114.000544,3
LASIURUS,CINEREUS,7/13/1972,M,45.653333,-104.191944,1,45.653333,-104.191944,1
LASIURUS,CINEREUS,7/13/1972,M,45.653333,-104.191944,1,45.653333,-104.191944,1
LASIURUS,CINEREUS,7/18/1971,M,45.825278,-104.525556,1,45.825278,-104.525556,1
LASIURUS,CINEREUS,7/19/1971,M,45.825278,-104.525556,1,45.825278,-104.525556,1
LASIURUS,CINEREUS,7/27/1960,F,47.221809,-109.230526,1,47.217581,-109.217734,1
LASIURUS,CINEREUS,7/6/1994,F,41.55,-103.716667,50,41.67305,-103.489293,1
LASIURUS,CINEREUS,7/28/1991,F,40.916667,-96.133333,50,40.991439,-95.874928,1
LASIURUS,CINEREUS,6/13/1969,M,42.716667,-103.133333,50,42.762708,-103.925295,1
LASIURUS,CINEREUS,7/2/1972,M,42.716667,-103.133333,50,42.747335,-102.970028,1
LASIURUS,CINEREUS,7/2/1972,F,42.716667,-103.133333,50,42.747335,-102.970028,1
LASIURUS,CINEREUS,7/10/1969,U,42.716667,-103.133333,50,42.719022,-102.919831,1.5
LASIURUS,CINEREUS,7/14/1972,M,42.716667,-103.133333,50,42.747335,-102.970028,1
LASIURUS,CINEREUS,7/17/1969,M,42.716667,-103.133333,50,42.806859,-103.017917,1.5
LASIURUS,CINEREUS,7/24/1969,F,42.716667,-103.133333,50,42.762708,-103.925295,1
LASIURUS,CINEREUS,7/24/1969,F,42.716667,-103.133333,50,42.762708,-103.925295,1
LASIURUS,CINEREUS,7/24/1969,F,42.716667,-103.133333,50,42.762708,-103.925295,1
LASIURUS,CINEREUS,7/25/1969,F,42.716667,-103.133333,50,42.719022,-102.919831,1.5
LASIURUS,CINEREUS,8/22/1976,U,41.716667,-103.016667,50,41.716667,-103.016667,50
LASIURUS,CINEREUS,8/25/1991,M,42.516667,-102.416667,50,42.886334,-102.7067,1
LASIURUS,CINEREUS,4/24/1972,M,42.466667,-103.766667,50,42.700786,-103.573752,1
LASIURUS,CINEREUS,6/24/1972,F,42.466667,-103.766667,50,42.700786,-103.573752,1
LASIURUS,CINEREUS,6/24/1972,M,42.466667,-103.766667,50,42.700786,-103.573752,1
LASIURUS,CINEREUS,6/24/1972,F,42.466667,-103.766667,50,42.700786,-103.573752,1
LASIURUS,CINEREUS,6/24/1972,F,42.466667,-103.766667,50,42.700786,-103.573752,1
LASIURUS,CINEREUS,6/27/1990,M,42.466667,-103.766667,50,42.704944,-103.581075,1
LASIURUS,CINEREUS,6/27/1990,M,42.466667,-103.766667,50,42.704944,-103.581075,1
LASIURUS,CINEREUS,6/27/1990,M,42.466667,-103.766667,50,42.704944,-103.581075,1
LASIURUS,CINEREUS,6/27/1990,M,42.466667,-103.766667,50,42.704944,-103.581075,1
LASIURUS,CINEREUS,6/27/1990,M,42.466667,-103.766667,50,42.704944,-103.581075,1
LASIURUS,CINEREUS,7/24/1953,F,42.466667,-103.766667,50,42.466667,-103.766667,50
LASIURUS,CINEREUS,8/11/1994,M,42.687222,-103.882222,15.2,42.607836,-103.584015,1
LASIURUS,CINEREUS,8/9/1994,M,42.718333,-102.463611,14.2,42.920748,-102.506733,1
LASIURUS,CINEREUS,7/23/1986,F,42.42,-103.793333,11,42.42,-103.793333,1
LASIURUS,CINEREUS,7/30/1970,F,42.687222,-103.882222,10.5,42.842951,-103.871546,1
LASIURUS,CINEREUS,7/30/1970,F,42.687222,-103.882222,10.5,42.842951,-103.871546,1
LASIURUS,CINEREUS,7/30/1970,M,42.687222,-103.882222,10.5,42.842951,-103.871546,1
LASIURUS,CINEREUS,7/30/1970,M,42.687222,-103.882222,10.5,42.842951,-103.871546,1
LASIURUS,CINEREUS,7/30/1970,F,42.687222,-103.882222,10.5,42.842951,-103.871546,1
LASIURUS,CINEREUS,8/6/1968,F,41.764125,-103.621629,10,41.692257,-103.600075,2
LASIURUS,CINEREUS,8/6/1968,F,41.764125,-103.621629,10,41.692257,-103.600075,2
LASIURUS,CINEREUS,8/6/1968,M,41.764125,-103.621629,10,41.692257,-103.600075,2
LASIURUS,CINEREUS,8/7/1968,F,41.764125,-103.621629,10,41.692257,-103.600075,2
LASIURUS,CINEREUS,8/7/1968,M,41.764125,-103.621629,10,41.692257,-103.600075,2
LASIURUS,CINEREUS,8/7/1968,M,41.764125,-103.621629,10,41.692257,-103.600075,2
LASIURUS,CINEREUS,8/7/1968,M,41.764125,-103.621629,10,41.692257,-103.600075,2
LASIURUS,CINEREUS,8/7/1968,M,41.764125,-103.621629,10,41.692257,-103.600075,2
LASIURUS,CINEREUS,8/7/1968,M,41.764125,-103.621629,10,41.692257,-103.600075,2
LASIURUS,CINEREUS,8/7/1968,M,41.764125,-103.621629,10,41.692257,-103.600075,2
LASIURUS,CINEREUS,8/7/1968,M,41.764125,-103.621629,10,41.692257,-103.600075,2
LASIURUS,CINEREUS,8/7/1968,F,41.764125,-103.621629,10,41.692257,-103.600075,2
LASIURUS,CINEREUS,8/7/1968,M,41.764125,-103.621629,10,41.692257,-103.600075,2
LASIURUS,CINEREUS,7/27/1953,M,42.683056,-103.412222,10,42.706131,-103.586434,1
LASIURUS,CINEREUS,7/27/1953,F,42.683056,-103.412222,10,42.706131,-103.586434,1
LASIURUS,CINEREUS,7/27/1953,F,42.683056,-103.412222,10,42.706131,-103.586434,1
LASIURUS,CINEREUS,7/1/1966,M,42.829444,-102.999444,8.5,42.705523,-102.91978,1.5
LASIURUS,CINEREUS,7/1/1966,M,42.829444,-102.999444,8.5,42.705523,-102.91978,1.5
LASIURUS,CINEREUS,7/1/1966,M,42.829444,-102.999444,8.5,42.705523,-102.91978,1.5
LASIURUS,CINEREUS,8/26/1967,U,42.829444,-102.999444,8.5,42.74829,-102.919368,1
LASIURUS,CINEREUS,6/29/1990,M,42.829444,-102.999444,8,42.717849,-102.93114,1
LASIURUS,CINEREUS,6/29/1990,M,42.829444,-102.999444,8,42.717849,-102.93114,1
LASIURUS,CINEREUS,7/20/1966,M,42.829444,-102.999444,8,42.717849,-102.93114,1
LASIURUS,CINEREUS,7/20/1966,M,42.829444,-102.999444,8,42.717849,-102.93114,1
LASIURUS,CINEREUS,7/20/1966,F,42.829444,-102.999444,8,42.717849,-102.93114,1
LASIURUS,CINEREUS,7/20/1966,F,42.829444,-102.999444,8,42.717849,-102.93114,1
LASIURUS,CINEREUS,7/20/1966,U,42.829444,-102.999444,8,42.717849,-102.93114,1
LASIURUS,CINEREUS,7/20/1966,F,42.829444,-102.999444,8,42.717849,-102.93114,1
LASIURUS,CINEREUS,7/20/1966,M,42.829444,-102.999444,8,42.717849,-102.93114,1
LASIURUS,CINEREUS,7/20/1966,F,42.829444,-102.999444,8,42.717849,-102.93114,1
LASIURUS,CINEREUS,8/16/1966,M,42.829444,-102.999444,8,42.717849,-102.93114,1
LASIURUS,CINEREUS,8/16/1966,F,42.829444,-102.999444,8,42.717849,-102.93114,1
LASIURUS,CINEREUS,8/16/1966,M,42.829444,-102.999444,8,42.717849,-102.93114,1
LASIURUS,CINEREUS,7/18/1971,F,41.809444,-103.503333,8,41.923225,-103.511062,1
LASIURUS,CINEREUS,6/14/1984,F,42.693409,-103.566323,8,42.693409,-103.566323,1
LASIURUS,CINEREUS,6/14/1984,F,42.693409,-103.566323,8,42.693409,-103.566323,1
LASIURUS,CINEREUS,6/17/1984,M,42.829444,-102.999444,5.5,42.74829,-102.919368,1
LASIURUS,CINEREUS,6/17/1984,F,42.829444,-102.999444,5.5,42.74829,-102.919368,1
LASIURUS,CINEREUS,6/18/1984,F,42.829444,-102.999444,5.5,42.74829,-102.919368,1
LASIURUS,CINEREUS,7/1/1953,M,42.683924,-103.524917,5.5,42.680794,-103.511506,1
LASIURUS,CINEREUS,8/16/1968,M,42.868611,-100.073611,5,42.87365,-100.263985,1
LASIURUS,CINEREUS,7/18/1986,F,40.051944,-95.426667,5,40.003719,-95.336432,1
LASIURUS,CINEREUS,7/14/1971,F,42.687222,-103.882222,5,42.764752,-103.929471,1
LASIURUS,CINEREUS,7/15/1971,M,42.687222,-103.882222,5,42.764752,-103.929471,1
LASIURUS,CINEREUS,7/15/1971,M,42.687222,-103.882222,5,42.764752,-103.929471,1
LASIURUS,CINEREUS,7/15/1971,F,42.687222,-103.882222,5,42.764752,-103.929471,1
LASIURUS,CINEREUS,7/15/1971,F,42.687222,-103.882222,5,42.764752,-103.929471,1
LASIURUS,CINEREUS,7/16/1971,F,42.687222,-103.882222,5,42.764752,-103.929471,1
LASIURUS,CINEREUS,7/16/1971,F,42.687222,-103.882222,5,42.764752,-103.929471,1
LASIURUS,CINEREUS,7/16/1971,M,42.687222,-103.882222,5,42.764752,-103.929471,1
LASIURUS,CINEREUS,7/16/1971,M,42.687222,-103.882222,5,42.764752,-103.929471,1
LASIURUS,CINEREUS,7/16/1975,M,42.687222,-103.882222,5,42.764752,-103.929471,1
LASIURUS,CINEREUS,7/17/1971,M,42.687222,-103.882222,5,42.764752,-103.929471,1
LASIURUS,CINEREUS,7/17/1971,M,42.687222,-103.882222,5,42.764752,-103.929471,1
LASIURUS,CINEREUS,7/17/1971,F,42.687222,-103.882222,5,42.764752,-103.929471,1
LASIURUS,CINEREUS,7/17/1971,F,42.687222,-103.882222,5,42.764752,-103.929471,1
LASIURUS,CINEREUS,7/17/1975,F,42.687222,-103.882222,5,42.764752,-103.929471,1
LASIURUS,CINEREUS,7/19/1974,M,42.687222,-103.882222,5,42.764752,-103.929471,1
LASIURUS,CINEREUS,7/19/1974,F,42.687222,-103.882222,5,42.764752,-103.929471,1
LASIURUS,CINEREUS,8/7/1968,M,42.687222,-103.882222,5,42.764752,-103.929471,1
LASIURUS,CINEREUS,8/7/1968,F,42.687222,-103.882222,5,42.764752,-103.929471,1
LASIURUS,CINEREUS,8/7/1968,M,42.687222,-103.882222,5,42.764752,-103.929471,1
LASIURUS,CINEREUS,8/7/1968,F,42.687222,-103.882222,5,42.764752,-103.929471,1
LASIURUS,CINEREUS,8/7/1968,F,42.687222,-103.882222,5,42.764752,-103.929471,1
LASIURUS,CINEREUS,8/7/1968,F,42.687222,-103.882222,5,42.764752,-103.929471,1
LASIURUS,CINEREUS,8/7/1968,M,42.687222,-103.882222,5,42.764752,-103.929471,1
LASIURUS,CINEREUS,8/7/1968,M,42.687222,-103.882222,5,42.764752,-103.929471,1
LASIURUS,CINEREUS,8/7/1968,M,42.687222,-103.882222,5,42.764752,-103.929471,1
LASIURUS,CINEREUS,8/7/1968,M,42.687222,-103.882222,5,42.764752,-103.929471,1
LASIURUS,CINEREUS,8/8/1968,F,42.687222,-103.882222,5,42.764752,-103.929471,1
LASIURUS,CINEREUS,1/8/1973,F,42.829444,-102.999444,4,42.819724,-102.913592,1
LASIURUS,CINEREUS,10/9/1936,F,40.8,-96.666667,4,40.812322,-96.810763,2
LASIURUS,CINEREUS,7/21/1953,F,42.893333,-103.5,4,42.876178,-103.551846,2
LASIURUS,CINEREUS,5/5/1980,F,40.8,-96.666667,3,40.808044,-96.696768,1
LASIURUS,CINEREUS,6/5/1953,F,40.8,-96.666667,3,40.806591,-96.680948,3
LASIURUS,CINEREUS,6/5/1984,U,40.8,-96.666667,3,40.821588,-96.632094,1
LASIURUS,CINEREUS,6/7/1940,F,40.8,-96.666667,3,40.806591,-96.680948,3
LASIURUS,CINEREUS,6/18/2020,F,40.8,-96.666667,3,40.821588,-96.632094,2
LASIURUS,CINEREUS,6/19/1956,M,40.8,-96.666667,3,40.806591,-96.680948,3
LASIURUS,CINEREUS,6/19/1956,F,40.8,-96.666667,3,40.806591,-96.680948,3
LASIURUS,CINEREUS,6/19/1956,F,40.8,-96.666667,3,40.806591,-96.680948,3
LASIURUS,CINEREUS,6/24/1961,M,40.8,-96.666667,3,40.819907,-96.701821,1
LASIURUS,CINEREUS,7/7/1967,U,40.8,-96.666667,3,40.806591,-96.680948,4
LASIURUS,CINEREUS,7/16/2011,M,40.8,-96.666667,3,40.806591,-96.680948,2
LASIURUS,CINEREUS,7/22/2027,M,40.8,-96.666667,3,40.806591,-96.680948,3
LASIURUS,CINEREUS,7/26/1962,F,40.8,-96.666667,3,40.83258,-96.666512,1
LASIURUS,CINEREUS,5/20/1990,F,42.834167,-102.678611,3,42.836785,-102.682347,1
LASIURUS,CINEREUS,5/25/1990,F,42.834167,-102.678611,3,42.836785,-102.682347,1
LASIURUS,CINEREUS,5/25/1990,F,42.834167,-102.678611,3,42.836785,-102.682347,1
LASIURUS,CINEREUS,5/25/1990,F,42.834167,-102.678611,3,42.836785,-102.682347,1
LASIURUS,CINEREUS,7/26/1990,F,42.834167,-102.678611,3,42.836785,-102.682347,1
LASIURUS,CINEREUS,7/26/1990,F,42.834167,-102.678611,3,42.836785,-102.682347,1
LASIURUS,CINEREUS,7/26/1990,M,42.834167,-102.678611,3,42.836785,-102.682347,1
LASIURUS,CINEREUS,5/16/1990,M,42.693409,-103.566323,3,42.700786,-103.573752,1
LASIURUS,CINEREUS,5/16/1990,M,42.693409,-103.566323,3,42.700786,-103.573752,1
LASIURUS,CINEREUS,5/16/1990,F,42.693409,-103.566323,3,42.700786,-103.573752,1
LASIURUS,CINEREUS,5/16/1990,M,42.693409,-103.566323,3,42.700786,-103.573752,1
LASIURUS,CINEREUS,5/31/1990,M,42.909444,-103.754167,3,42.837323,-104.026438,1
LASIURUS,CINEREUS,5/31/1990,F,42.909444,-103.754167,3,42.837323,-104.026438,1
LASIURUS,CINEREUS,5/31/1990,F,42.909444,-103.754167,3,42.837323,-104.026438,1
LASIURUS,CINEREUS,5/31/1990,M,42.909444,-103.754167,3,42.837323,-104.026438,1
LASIURUS,CINEREUS,7/25/1986,F,42.761944,-103.931389,3,42.766363,-103.917345,1
LASIURUS,CINEREUS,7/25/1986,F,42.761944,-103.931389,3,42.766363,-103.917345,1
LASIURUS,CINEREUS,7/25/1986,F,42.761944,-103.931389,3,42.766363,-103.917345,1
LASIURUS,CINEREUS,7/25/1986,F,42.761944,-103.931389,3,42.766363,-103.917345,1
LASIURUS,CINEREUS,7/25/1986,M,42.761944,-103.931389,3,42.766363,-103.917345,1
LASIURUS,CINEREUS,7/25/1986,M,42.761944,-103.931389,3,42.766363,-103.917345,1
LASIURUS,CINEREUS,7/25/1986,M,42.761944,-103.931389,3,42.766363,-103.917345,1
LASIURUS,CINEREUS,6/5/1988,F,41.903333,-100.268611,3,41.903333,-100.268611,1
LASIURUS,CINEREUS,7/8/1987,M,41.158611,-101.002222,2.8,41.199999,-101.002914,1
LASIURUS,CINEREUS,8/4/1984,F,42.5625,-96.705278,2.5,42.597645,-96.715083,1
LASIURUS,CINEREUS,5/28/1984,F,41.022222,-100.367222,2.3,40.990907,-100.391126,1
LASIURUS,CINEREUS,6/1/1957,F,41.342778,-97.238056,2,41.378104,-97.273224,1
LASIURUS,CINEREUS,8/15/1990,F,42.779167,-103.241667,2,42.630359,-103.250288,1
LASIURUS,CINEREUS,8/15/1990,M,42.779167,-103.241667,2,42.630359,-103.250288,1
LASIURUS,CINEREUS,8/15/1990,F,42.779167,-103.241667,2,42.630359,-103.250288,1
LASIURUS,CINEREUS,8/15/1990,M,42.779167,-103.241667,2,42.630359,-103.250288,1
LASIURUS,CINEREUS,8/19/1967,U,42.829444,-102.999444,2,42.71982,-102.939324,1.5
LASIURUS,CINEREUS,8/19/1967,U,42.829444,-102.999444,2,42.71982,-102.939324,1.5
LASIURUS,CINEREUS,5/24/1994,F,41.690278,-103.668056,1,41.695599,-103.667701,1
LASIURUS,CINEREUS,7/6/1994,F,41.690278,-103.668056,1,41.695599,-103.667701,1
LASIURUS,CINEREUS,8/28/1997,F,41.690278,-103.668056,1,41.695599,-103.667701,1
LASIURUS,CINEREUS,8/28/1997,F,41.690278,-103.668056,1,41.695599,-103.667701,1
LASIURUS,CINEREUS,4/30/1952,F,40.699444,-99.081111,1,40.699444,-99.081111,1
LASIURUS,CINEREUS,6/20/1974,M,40.699444,-99.081111,1,40.699444,-99.081111,1
LASIURUS,CINEREUS,6/21/1956,M,40.748333,-98.844444,1,40.748333,-98.844444,1
LASIURUS,CINEREUS,6/21/1960,M,40.699444,-99.081111,1,40.699444,-99.081111,1
LASIURUS,CINEREUS,6/26/1974,F,40.699444,-99.081111,1,40.699444,-99.081111,1
LASIURUS,CINEREUS,7/5/1956,F,40.699444,-99.081111,1,40.699444,-99.081111,1
LASIURUS,CINEREUS,8/5/1969,F,40.699444,-99.081111,1,40.699444,-99.081111,1
LASIURUS,CINEREUS,6/13/1990,M,42.9375,-102.9875,1,42.752812,-102.916561,1
LASIURUS,CINEREUS,6/13/1990,M,42.9375,-102.9875,1,42.752812,-102.916561,1
LASIURUS,CINEREUS,7/28/1990,M,42.9375,-102.9875,1,42.752812,-102.916561,1
LASIURUS,CINEREUS,8/8/1990,M,42.674167,-103.076944,1,42.672344,-103.100208,1
LASIURUS,CINEREUS,8/8/1990,M,42.674167,-103.076944,1,42.672344,-103.100208,1
LASIURUS,CINEREUS,8/8/1990,M,42.674167,-103.076944,1,42.672344,-103.100208,1
LASIURUS,CINEREUS,8/8/1990,M,42.674167,-103.076944,1,42.672344,-103.100208,1
LASIURUS,CINEREUS,8/8/1990,U,42.674167,-103.076944,1,42.672344,-103.100208,1
LASIURUS,CINEREUS,8/8/1990,M,42.674167,-103.076944,1,42.672344,-103.100208,1
LASIURUS,CINEREUS,8/8/1990,F,42.674167,-103.076944,1,42.672344,-103.100208,1
LASIURUS,CINEREUS,8/8/1990,F,42.674167,-103.076944,1,42.672344,-103.100208,1
LASIURUS,CINEREUS,8/8/1990,U,42.674167,-103.076944,1,42.672344,-103.100208,1
LASIURUS,CINEREUS,8/28/1990,F,42.9375,-102.9875,1,42.752812,-102.916561,1
LASIURUS,CINEREUS,6/5/1969,F,42.707975,-103.412107,1,42.829196,-103.600112,1
LASIURUS,CINEREUS,6/12/1969,F,42.707975,-103.412107,1,42.829196,-103.600112,1
